::1 - - [11/Sep/2020:22:21:03 +0000] "POST /api/registration HTTP/1.1" 200 55 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:21:13 +0000] "POST /api/login HTTP/1.1" 200 302 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:26:04 +0000] "POST /api/login HTTP/1.1" 200 297 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:27:21 +0000] "POST /api/login HTTP/1.1" 200 297 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:30:01 +0000] "POST /api/login HTTP/1.1" 200 302 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:40:47 +0000] "POST /api/savePost HTTP/1.1" 404 152 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:40:53 +0000] "POST /api/saveProduct HTTP/1.1" 200 25 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:41:08 +0000] "POST /api/saveProduct HTTP/1.1" 200 25 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:41:28 +0000] "POST /api/saveProduct HTTP/1.1" 200 25 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:41:48 +0000] "POST /api/saveProduct HTTP/1.1" 200 25 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:43:02 +0000] "POST /api/saveProduct HTTP/1.1" 200 77 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:43:32 +0000] "POST /api/saveProduct HTTP/1.1" 200 77 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:44:57 +0000] "POST /api/saveProduct HTTP/1.1" 200 50 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:45:02 +0000] "POST /api/saveProduct HTTP/1.1" 200 50 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:45:08 +0000] "POST /api/saveProduct HTTP/1.1" 200 50 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:45:13 +0000] "POST /api/saveProduct HTTP/1.1" 200 50 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:45:20 +0000] "POST /api/saveProduct HTTP/1.1" 200 77 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:46:14 +0000] "POST /api/saveProduct HTTP/1.1" 200 57 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:46:19 +0000] "POST /api/saveProduct HTTP/1.1" 200 77 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:48:41 +0000] "POST /api/saveProduct HTTP/1.1" 200 77 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:48:49 +0000] "POST /api/saveProduct HTTP/1.1" 200 77 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:48:54 +0000] "POST /api/saveProduct HTTP/1.1" 200 77 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:49:00 +0000] "POST /api/saveProduct HTTP/1.1" 200 77 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:49:35 +0000] "POST /api/saveProduct HTTP/1.1" 200 77 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:49:36 +0000] "POST /api/saveProduct HTTP/1.1" 200 57 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:49:56 +0000] "POST /api/saveProduct HTTP/1.1" 200 57 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:49:59 +0000] "POST /api/saveProduct HTTP/1.1" 200 57 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:52:17 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 325 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:59:14 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 325 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:59:25 +0000] "GET /api/getAllProduct/1 HTTP/1.1" 404 158 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:59:31 +0000] "GET /api/getAllProduct HTTP/1.1" 404 156 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:22:59:37 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 325 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:00:49 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 339 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:02:02 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 339 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:02:55 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 341 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:04:52 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 341 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:05:29 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 341 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:05:41 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 339 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:05:59 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 335 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:06:35 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 73 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:06:42 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 73 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:06:52 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 74 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:07:14 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 73 "-" "PostmanRuntime/7.26.3"
::1 - - [11/Sep/2020:23:09:06 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 339 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:00:09 +0000] "POST /api/registration HTTP/1.1" 200 311 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:00:38 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 73 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:01:29 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 73 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:01:43 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 73 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:01:55 +0000] "POST /api/saveProduct HTTP/1.1" 200 77 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:02:33 +0000] "POST /api/saveProduct HTTP/1.1" 200 50 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:02:50 +0000] "POST /api/saveCategory HTTP/1.1" 200 78 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:03:04 +0000] "POST /api/saveCategory HTTP/1.1" 200 78 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:03:31 +0000] "GET /api/getAllCategory HTTP/1.1" 200 385 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:03:52 +0000] "POST /api/saveProduct HTTP/1.1" 200 77 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:03:59 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 344 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:08:42 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 344 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:09:02 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 342 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:09:12 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 502 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:09:35 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 500 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:10:06 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 74 "-" "PostmanRuntime/7.26.3"
::1 - - [12/Sep/2020:13:10:16 +0000] "GET /api/getAllProduct/1/10 HTTP/1.1" 200 74 "-" "PostmanRuntime/7.26.3"
